cik,sic,company,loc
0001178446,6189,"BANK OF AMERICA MORTGAGE SEC MORT PASS-THR CERT SER 2002-D",NC
0001178462,6189,"COMCERTZ ABS CORP",NY
0001178497,6189,"LEHMAN ABS CORP CORPORATE BACKED TRUST CERTS 2002 15",NY
0001178576,6189,"GS MORTGAGE SECURITIES CORP MORT PAS THR CERT SER 2002 NC1",CA
0001178680,6189,"WASHINGTON MUTUAL MORT SEC CORP MORT PAS THR CER SE 2002-AR8",IL
0001178714,6189,"ABFC ASSET BACKED CERTIFICATES SERIES 2002-NC1",NC
0001178718,6189,"MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-HE2",CA
0001178743,6189,"MS STRUCTURED SATURNS SERIES 2002-9",NY
0001178744,6189,"BANK OF AMERICA MORTGAGE SECURITIES INC M PA TH CE SE 2002-H",NC
0001178745,6189,"WELLS FARGO MORTGAGE BACKED SECURITIES 2002-14 TRUST",MD
0001178746,6189,"WELLS FARGO ASSET SECURITIES CORP MORT BK SEC 2002-15 TRUST",MD
0001178797,6189,"BANK OF AMERICA MORT SEC INC MORT PASS THR CERT SER 2002-7",NC
0001178809,6189,"ACCRED HOME LNDRS INC AC MOR LN TR 2002-1 AS BK NT SE 2002-1",CA
0001178842,6189,"WASHINGTON MUTUAL MORT SEC CORP WAMU MO PA TH CE SE 2002 S5",IL
0001178854,6189,"WASHINGTON MUTUAL MORT SEC CORP WAMU MO PA TH CE SE 2002-AR9",IL
0001178857,6189,"CREDIT SUISSE FIRST BOSTON MOR AC CORP CSFB ABS TR 2002 HI23",NY
0001178901,6189,"CITICORP MORTGAGE SEC INC REMIC PASS THR CERT SER 2002-8",MO
0001178916,6189,"LEHMAN ABS CORP CORPORATE BACKED TRUST CERTS 2002-16",NY
0001178918,6189,"WASHINGTON MORTGAGE SEC CORP MORT PASS THR CERT SER 2002-MS5",IL
0001178931,6189,"HOME EQUITY ASSET TRUST 2002-2",NY
0001178990,6189,"BEAR STEARNS ASSET BACKED  CERT SERS 2002-2",NY
0001178992,6189,"WASHINGTON MUTUAL MSC MORTGAGE PASS THR CERT SER 2002-AR2",IL
0001178993,6189,"CWMBS INC CHL MORTGAGE PASS THR TRUST 2002-HYB2",CA
0001178995,6189,"OPTION ONE MORTGAGE LOAN TR ASSET BACKED CERT SER 2002-5",CA
0001178997,6189,"LONG BEACH SEC CORP ASSET BACKED CERT SER 2002 3",CA
0001178999,6189,"CWMBS INC MORT PASS THROUGH CERTIFICATES SERIES 2002 15",CA
0001179000,6189,"CWMBS INC  CHL MORTGAGE PASS THROUGH TRUST 2002 16",CA
0001179020,6189,"STRUCTURED ASSET SEC CORP MORT PAS THR CERTS SER 2002 16A",NY
0001179031,6189,"GE CAPITAL COMMERCIAL MORT CORP MORT PAS THR CER SER 2002-2",CT
0001179037,6189,"BEAR STEARNS ARM TRUST MORTGAGE PASS THRO CERT SERIES 2002-8",NY
0001179061,6189,"MORTGAGE ASSET SEC TRANS INC MORT PASS THR CERT SER 2002-4",NY
0001179080,6189,"AMORTIZING RESI COLLAT TR MORT PAS THRU CERT SER 2002-BC5",NJ
0001179092,6189,"MORTGAGE ASSET SEC TRANSACTIONS INC MASTR ALT LN TR 2002 1",NY
0001179099,6189,"CSFB MORTGAGE BACKED PASS THROUGH CERTS SERIES 2002-22",NY
0001179128,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002-15",NY
0001179251,6189,"LEHMAN ABS CORP LEHMAN MFG HOUSING CONTRACT TRUST  2002-A",NY
0001179550,6189,"Navient Credit Funding, LLC",VA
0001179867,6189,"PREFERREDPLUS TRUST SERIES FAM-1",NY
0001179904,6189,"JP MORGAN CHASE COMM MOR SEC CORP MOR PAS THR CE SE 2002-C1",MA
0001180455,6189,"NISSAN AUTO RECEIVABLES 2002 C OWNER TRUST",CA
0001180571,6189,"CEF EQUIPMENT HOLDING LLC","  "
0001180792,6189,"MS STRUCTURED SATURNS SERIES 2002-10",NY
0001180795,6189,"WFS FINANCIAL 2002-3 OWNER TRUST",NV
0001181432,6189,"TRIAD AUTOMOBILE RECEIVABLES TRUST 2002 A",CA
0001181501,6189,"WELLS FARGO MORTGAGE BACKED SECURITIES 2002-C TRUST",MD
0001181591,6189,"MMCA AUTO OWNER TRUST 2002-4",CA
0001181914,6189,"BANK OF AMERICA MORTGAGE SEC INC MORT PS THR CERT 2002-I",NC
0001182268,6189,"MORGAN STANLEY DEAN WITTER CAPITAL I INC TRUST 2002-NC3",NY
0001182357,6189,"WELLS FARGO MORTGAGE BACKED SECURITIES 2002-17 TRUST",MD
0001182502,6189,"BANK OF AMERICA MORTGAGE SEC INC MOR PS THR CER SER 2002-8",NC
0001182534,6189,"VOLKSWAGEN AUTO LEASE/LOAN UNDERWRITTEN FUNDING, LLC",VA
0001182560,6189,"WAMU MORTGAGE PASS THROUGH CERT 2002-AR10",WA
0001182593,6189,"ABN AMRO MORTGAGE CORP SERIES 2002-7",IL
0001182601,6189,"EQUITY ONE ABS INC MORTGAGE PAS TH CERT SERIES 2002-4",DE
0001182670,6189,"MANUFACTURED HOUSING CONT SEN/SUB PASS THR CERT SER 2002-B",TN
0001182732,6189,"EMT CORP",NE
0001182924,6189,"HOME EQUITY MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-2",NY
0001182958,6189,"FIRST HORIZON MORTGAGE PASS THROUGH TRUST 2002-4","  "
0001183008,6189,"C BASS MORT LN ASST BCKD CERT SER 2002 CB4",NC
0001183265,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-AR11",WA
0001183270,6189,"MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-OP1",NY
0001183321,6189,"GMACM HOME EQUITY LOAN TRUST 2002 HE3",MN
0001183419,6189,"IMH ASSETS CORP IMPAC CMB TRUST SERIES 2002-5",CA
0001183825,6189,"WELLS FARGO ASSET SEC CORP ALTERNATIVE LOAN 2002-1 TRUST",MD
0001183874,6189,"WASHINGTON MUTUAL MSC MORT PASS THROUGH CERT SER 2002-MS6",WA
0001183939,6189,"IMPAC CMB TRUST SERIES 2002-4F",CA
0001183945,6189,"MSDWCC HELOC TRUST 2002-1",NY
0001183950,6189,"SENIOR SUBORDINATED PASS THROUGH CERTIFICATES SERIES 2002-C",NC
0001183978,6189,"THORNBURG MORTGAGE SECURITIES TRUST 2002-3",MD
0001184059,6189,"HOUSEHOLD HOME EQUITY LOAN TRUST 2002-3",IL
0001184254,6189,"WELLS FARGO ASSET SEC CORP MORGAGE ASSET SEC 2002-D TRUST",MD
0001184259,6189,"CWABS INC ASSET BACK CERT SERIES 2002-BC3",CA
0001184287,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002-18A",NY
0001184288,6189,"BEAR STEARNS ASSET BACKED CERTIFICATES SERIES 2002-AC4",NY
0001184315,6189,"CSFB MORTGAGE BACKED PASS THROUGH CERTIFICATES SER 2002-AR25",NY
0001184476,6189,"CWMBS INC ALTERNATIVE LOAN TRUST 2002-11",CA
0001184477,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-22",CA
0001184485,6189,"STRUCTURED ASSET MORT INV INC MORT PASS THR CERT 2002-AR3",NY
0001184851,6189,"ONYX ACCEPTANCE OWNER TRUST 2002-C",CA
0001184926,6189,"CAPITAL ONE AUTO FINANCE TRUST 2002-B",VA
0001185020,6189,"CSFB MORTGAGE SECURITIES PASS THROUGH CERT SERIES 2002-24",NY
0001185027,6189,"CWMBS INC CHL MORTGAGE PASS THRU TRUST 2002-J3",CA
0001185031,6189,"MORGAN STANLEY DEAN WITTER CAPITAL INC TRUST 2002-WL1",NY
0001185042,6189,"GS MORTGAGE SECURITIES CORP MOR PASS THR CER SER 2002-8F",NY
0001185314,6189,"MORTGAGE ASSET SEC TRANS INC  MASTR ADJ RATE MORT TR 2002 3",NY
0001185317,6189,"MORTGAGE ASSET SEC TRANS INC MASTR ASSET SEC TR 2002 5",NY
0001185897,6189,"WELLS FARGO ALTERNATIVE LOAN 2002-1 TRUST",MD
0001185960,6189,"STRUCTURED ASSET SECURITIES CORP MORT PAS THR CE SE 2002 17",NY
0001186082,6189,"BEAR STEARNS ASSET BACKED FUNDING INC",NY
0001186142,6189,"ME PORTFOLIO MANAGEMENT LTD",C3
0001186161,6189,"MMCA AUTO OWNER TRUST 2002-5",CA
0001186222,6189,"KEYCORP STUDENT LOAN TRUST 2002-A",OH
0001186308,6189,"COMMERCIAL MORTGAGE PASS THROUGH CERT SERIES 2002-KEY2",NY
0001186321,6189,"HOLMES FINANCING NO 6 PLC","  "
0001186968,6189,"BANC OF AMERICA COMMERCIAL MORT PASS THROUGH CERT SER 2002-2",NC
0001187537,6189,"AMORITIZING RESIDENTIAL COL TR MOR PAS THRU CER SER 2002-BC6","  "
0001187945,6189,"FIRST HORIZON MORTGAGE PASS THROUGH TRUST 2002-5",CA
0001188847,6189,"GSR MORTGAGE LOAN TRUST 2001-1",NY
0001188849,6189,"GSR MORTGAGE LOAN TRUST 2002-1",NY
0001188852,6189,"GSR MORTGAGE LOAN TRUST 2002-2",NY
0001188856,6189,"GSR MORTGAGE LOAN TRUST 2002-3F",NY
0001188857,6189,"GSR MORTGAGE LOAN TRUST 2002-4",NY
0001188859,6189,"GSR MORTGAGE LOAN TRUST 2002-5",NY
0001188863,6189,"GSR MORTGAGE LOAN TRUST 2002-7",NY
0001190012,6189,"STRUCTURED ASSET SEC CORP LB UBS COMM MORT TR 2002-C4",NY
0001190046,6189,"BEAR STEARNS COMMERCIAL MORTGAGE SEC TR 2002-PBW1",NY
0001190949,6189,"M&I AUTO LOAN TRUST 2002-1",WI
0001191058,6189,"MORGAN STANLEY ABS CAPITAL I INC CAPITAL TRUST 2002-HE2",CA
0001191160,6189,"WELLS FARGO ASSET SEC CORP MORT PASS THR CERT SER 2002 F",MD
0001191164,6189,"BEAR STEARNS COMMERCIAL MORTGAGE SECURITIES TRUST 2002 TOP 8",NY
0001191294,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002 AR12",IL
0001191853,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002 AR14",IL
0001191855,6189,"CHASE CREDIT CARD OWNER TRUST 2002-6",DE
0001191952,6189,"UNITED FIDELITY AUTO RECEIVABLES TRUST 2002-A",IN
0001191957,6189,"GS MORTGAGE SEC CORP MORT PASS THR CERT SER 2002-WMC1",NY
0001192065,6189,"FINANCIAL ASSET SEC CORP FIRST FRANK MORT LN TR 2002-FF2",CT
0001192220,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-AR13",IL
0001192222,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-S6",IL
0001192340,6189,"WELLS FARGO ASSET SEC CORP MORT BACKED SEC 2002-16 TRUST",MD
0001192347,6189,"BANK OF AMERICA MORTGAGE SEC INC MORT PS THR CERT SE 2002-J",NC
0001192359,6189,"MORGAN STANLEY DEAN WITTER CAPITAL I INC SERIES 2002-NC4",NY
0001192402,6189,"WELLS FARGO ASSET SECURITIES CORP SERIES 2002-E",MD
0001192667,6189,"WELLS FARGO ASSET SECURITIES CORP MOR PAS THR CER SE 2002-16",MD
0001192671,6189,"USAA ACCEPTANCE LLC AUTO OWNER TRUST 2002-1",TX
0001192695,6189,"GRACECHURCH CARD FUNDING NO 2 PLC",X0
0001192763,6189,"RENAISSANCE HOME EQUITY LOAN TR ASSET BKD CER SERIES 2002-3",NY
0001192765,6189,"GS MORTGAGE SECURITIES CORP GSMPS MOR LOAN TRUST 2002-1",NY
0001192782,6189,"ABN AMRO MORTGAGE CORP MULTI CLASS CER SER 2002-8",IL
0001192906,6189,"SALOMON BROTHER MORT SEC INC SAL HM EQ LN TR SER 2002 WMC2",NY
0001192908,6189,"MORTGAGE ASSET BACKED PASS THR CERTIFICATES SERIES 2002 RS5",MN
0001192922,6189,"NOVASTAR MORTGAGE FUNDING CORP TRUST SERIES 2002-3",KS
0001193252,6189,"FINANCIAL ASSETS SEC CORP FIRST FRANKLIN MORT LN TR 2002 FFA",CT
0001193265,6189,"WACHOVIA ASSET SEC CORP MORT PASS THR CERT SER 2002-1",MD
0001193312,6189,"WACHOVIA ASSET SEC INC ASST BACK NOTES SER 2002 HE1",NC
0001193363,6189,"BANK OF AMERICA MORTGAGE SEC INC MORT PS THR CER SER 2002-9",NC
0001193480,6189,"ASSET BACKED FUNDING CORP ABFC ASST BCKD CERT SER 2002-OPT1",MD
0001193482,6189,"BANK OF AMERICA MORTGAGE SEC INC MORT PS THR CERT SER 2002-K",NC
0001193529,6189,"CSFB MORT SEC CORP HOME EQUITY MORT TRUST 2002-3",NY
0001193679,6189,"GS MORTGAGE SEC CORP MORT PASS THR CERT SER 2002-9",NY
0001193768,6189,"FNANB CREDIT CARD MASTER NOTE TRUST",RI
0001193786,6189,"CSFB MORTGAGE SEC CORP  ABFS MORT LN TR 2002-3",NY
0001193794,6189,"SALOMON BROTH MRT SEC VIII INC SALOM MRT LN TR SR 2002-HYB1",NY
0001194328,6189,"CWMBS INC CHL MORTGAGE PASS-THROUGH TRUST 2002-21",CA
0001194331,6189,"CWABS INC  ASSET BACKED CERTIFICATES SERIES 2002 3",CA
0001194344,6189,"INDYMAC ABS INC HOME EQ MORT LOAN AS BACK TR SER SPMD 2002 B",CA
0001194356,6189,"CSFB MORTGAGE BACKED PASS THROUGH CERTS SERIES 2002 AR27",NY
0001194585,6189,"STRUCTURED ASSET MORT INV INC BEAR STEARNS ARM TRUST 2002-9",NY
0001194621,6189,"STRUCTURED ASSET SECURITIES CO MOR PASS-THR CER SER 2002-19",NY
0001194626,6189,"CWABS INC ASSET-BACKED CERTIFICATES SERIES 2002-SC1",CA
0001194627,6189,"HOME EQUITY ASSET TRUST 2002-3",NY
0001194886,6189,"STRUCTURED ASSET MORT INV MORT PASS THR CERT SER 2002-4",NY
0001194951,6189,"CWMBS INC MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-24",CA
0001194952,6189,"CWMBS INC MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-23",CA
0001194953,6189,"CWMBS INC MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-28",CA
0001194954,6189,"CWMBS INC MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-20",CA
0001194956,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-18",CA
0001194957,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-J4",CA
0001194958,6189,"CWABS INC ASSET BACKED CERTIFICATES SEREIS 2002-4",CA
0001194990,6189,"CWABS INC ASSET BACKED CERTIFICATES SERIES 2002 S3",CA
0001195050,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002-BC7",NY
0001195105,6189,"CSFB MORTGAGE BACKED PASS THROUGH CERT SERIES 2002-26",NY
0001195137,6189,"MORTGAGE ASSET SEC TRANS INC MORT PASS THR CERT SER 2002-6",NY
0001195141,6189,"FINANCIAL ASSET SEC CORP ASSET BACKED CERTS SERIES 2002-1",CT
0001195357,6189,"LONG BEACH SEC CORP MORTGAGE LOAN TRUST 2002-4",CA
0001195542,6189,"MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES UPC 1",NY
0001195544,6189,"MORTGAGE ASSSET SEC TRANS  INC MASTR ALTERNATIVE LOAN 2002-2",NY
0001195550,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-19",CA
0001196073,6189,"MORTGAGE ASSET SEC TRANS  INC MORT PASS THR CERT SER 2002-4",NY
0001196331,6189,"REGIONS ACCEPTANCE LLC",AL
0001196537,6189,"VAL VERDE GAS GATHERING CO LP",TX
0001196707,6189,"MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES FAR-1",NY
0001197968,6189,"ACE SECURITIES CORP HOME EQUITY LOAN TRUST SERIES 2002-HE2",NC
0001198813,6189,"JP MORGAN CHASE COM MORT SEC CORP PAS THR CRT SER 2002 CIBC5",MA
0001199301,6189,"FIRST HORIZON MORTGAGE PASS THRU TRUST 2002-AR1",TX
0001199302,6189,"FIRST HORIZON MORTGAGE PASS THRU CERT SER 2002-6",TX
0001199369,6189,"GS MORTGAGE SECURITIES CORP MORT PAS THR CERT SE 2002 WF",NY
0001199403,6189,"AMERICREDIT AUTOMOBILE RECEIVABLES TRUST 2002-C",TX
0001199418,6189,"AMERICREDIT AUTOMOBILE RECEIVABLES TRUST  2002 - D",TX
0001199474,6189,"DEUTSCHE ALT-A SECURITIES INC","  "
0001199476,6189,"DEUTSCHE MORTGAGE SECURITIES INC","  "
0001200126,6189,"DAIMLERCHRYSLER AUTO TRUST 2002-C",MI
0001200136,6189,"ASSET BACKED SEC CORP PASS THROUGH CERTIFICATES SER 2002-HE3",NY
0001200402,6189,"WELLS FARGO ASSET SECURITIES CORP MORT PAS THR CERT SE 02 19",MD
0001200408,6189,"LEHMAN ABS CORP CORP BACKED TRUST CERTS SER 02 17 CLASS A1",NY
0001200606,6189,"FIRST HORIZON MORTGAGE PASS THROUGH TRUST 2002AR1","  "
0001200828,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-AR17",WA
0001200829,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-AR15",IL
0001201113,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-AR16",IL
0001201139,6189,"BANK OF AMERICA MORTGAGE SEC INC MORT PS THR CRT SER 2002-10",NC
0001201376,6189,"MORGAN STANLEY DEAN WITTER CAPITAL I INC SERIES 2002-NC5",NY
0001201478,6189,"MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES GEC 1",NY
0001201846,6189,"STRUCTURED PRODUCTS CORP CORTS TRUST GE GLOBAL INS NOTES",NY
0001201847,6189,"WAMU MORTGAGE PASS THROUGH CERTIFICATES 2002-S7",IL
0001201859,6189,"CENDANT MORTGAGE CAPITAL CDMC MORT PASS THR CERT SER 2002-8",NJ
0001201861,6189,"ABFC MORTGAGE LOAN ASSET BACKED CERTIFICATES SERIES 2002 WF2",NC
0001201864,6189,"CSFB MORT SEC CORP COMM MORT PAS THR CERT SER 2002 CKS4",NY
0001201868,6189,"IMH ASSETS CORP IMPACT CMB TRUST SERIES 2002-7",CA
0001201972,6189,"GS MORTGAGE SECURITIES CORP MORT PAS THR CERTS SER 2002-10",NY
0001202055,6189,"WASHINGTON MUTUAL MSC MORTGAGE PASS THRO CERT SER 2002-MS7",IL
0001202178,6189,"AMERICREDIT AUTOMOBILE RECEIVABLES TRUST 2002-E-M",TX
0001202179,6189,"FIRST HORIZON ASSET SEC INC MOR PAS THR CERT SERIES 2002 7",TX
0001202186,6189,"STRUCTURED ASSET SECURITIES CORP II",NY
0001202187,6189,"CSFB MORTGAGE BACKED PASS THROUGH CERTS SERIES 2002-29",NY
0001202188,6189,"MORTGAGE ASSET SEC TRANS INC MORT PAS THR CERT SER 2002-NC1",NY
0001202189,6189,"OPTION ONE MORTGAGE ACCEPT CORP ASSET-BACKED CERT SE 2002-6",CA
0001202235,6189,"STRUCTURED ASSET SEC MORT PASS THRU CERT SER 2002-22H",NY
0001202260,6189,"STRUCTURED ASSET SEC MORT PASS THRU CERT SER 2002-21A",NY
0001202498,6189,"HOME EQUITY PASS THROUGH CERTIFICATES SERIES 2002-4",NY
0001202500,6189,"BRISTOL MYERS SQUIBB DEBENTURE BACKED SERIES 2002-18",NY
0001202505,6189,"GS MORTGAGE SECURITIES CORP MORT  PASS THR CE SER  2002-11F",NY
0001202536,6189,"MORTGAGE ASSET SEC TRANS INC MORT PASS THR CERT SER 2002-7",NY
0001202558,6189,"MORGAN STANLEY DEAN WITTER CAPITAL I INC SERIES 2002-AM3",NY
0001202609,6189,"VOLKSWAGEN AUTO LEASE TRUST 2002-A","  "
0001202610,6189,"VW CREDIT LEASING LTD","  "
0001202818,6189,"STRUCTURED ASSET MORT INV INC BEAR STEARNS ARM TRUST 2002-10",NY
0001202825,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SER 2002-BC8",NY
0001202827,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-29",CA
0001202828,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-27",CA
0001202829,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-25",CA
0001202830,6189,"STRUCTURED ASSET SECURITIES CORP MOR PA TH CE SE 2002 23XS",NJ
0001202832,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-26",CA
0001202834,6189,"CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2002-30",CA
0001202835,6189,"BEAR STEARNS ASSET BK SEC INC SERIES 2002-AC5",NY
0001202937,6189,"RESIDENTIAL ASSET MTG PRODUCTS GMACM MTG LOAN TR SER 2002-J6",MN
0001203054,6189,"EQUITY ONE ABS INC EQUITY ONE MORTGAGE PASS-THR TRUST 2002-5",DE
0001203085,6189,"LONG BEACH SECURITIES CORP ASSET BACKED CERTS SERIES 2002-5",CA
0001203090,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002 HF2",NY
0001203092,6189,"CSFB MORTGAGE BACKED PASS THR CERTS SERIES 2002-AR28",NY
0001203116,6189,"STRUCTURED ASSET MORTGAGE INVEST MRT PSTHR CERT SER 2002-4",NY
0001203436,6189,"SSB VEHICLE SECURITIES INC SSB AUTO LOAN TRUST 2002-1",NY
0001203437,6189,"DVI RECEIVABLES CORP VIII DVI FINANCIAL SERVICES INC",PA
0001203584,6189,"CHASE CREDIT CARD OWNER TRUST 2002-7",DE
0001203941,6189,"WACHOVIA COMMERCIAL MORT PASS THRU CERT SER 2002-C2",NC
0001204326,6189,"PHEAA STUDENT LOAN TRUST I",DE
0001204350,6189,"PHEAA STUDENT LOAN FOUNDATION INC",PA
0001204505,6189,"C BASS MORTGAGE LOAN ASSET BACKED CERT SERIES 2002-CB5",NC
0001204932,6189,"LEHMAN ABS CORP REPAC GE GLOB INS FLT RT TR CERT SER 2002-1",NY
0001205061,6189,"CARMAX AUTO OWNER TRUST 2002-2",VA
0001205512,6189,"GE CAPITAL COMMERCIAL MORT CORP COM MORT PAS TH CE SE 2002 3",MD
0001205548,6189,"SAXON ASSET SECURITIES CO MORT LN AS BACK CERT SE 2002 3",VA
0001205557,6189,"DVI RECEIVABLES XVIII LLC",PA
0001205577,6189,"MELLON RESIDENTIAL FUNDING CORP MORT PAS THR CE SE 02 TBC2",PA
0001205627,6189,"HFC REVOLVING CORP  HOUSEHOLD HOME EQUITY LOAN TRUST 2002 4",IL
0001205734,6189,"SLC STUDENT LOAN ASSET BACKED NOTES SERIES 2002-2",CT
0001205736,6189,"CHASE CREDIT CARD OWNER TRUST 2002-8",DE
0001206066,6189,"NEW SOUTH MOTOR VEHICLE  TRUST 2002-A",AL
0001206209,6189,"BANK OF AMERICA MORT SEC MORT PASS THRU CER SER 1998-6",NC
0001206211,6189,"BANK OF AMERICA MORT SEC INC MORT PASS THRU CER SER 1998-7",NC
0001206222,6189,"CSFB HOME EQUITY  MORTGAGE PASS THROUGH CERT SERIES 2002-4",NY
0001206251,6189,"JP MORGAN CHASE COM MORT SEC CORP PASS THR CE SE 2002-C2",MA
0001206252,6189,"HONDA AUTO RECEIVABLES 2002-4 OWNER TRUST",CA
0001206477,6189,"REGIONS AUTO RECEIVABLES TRUST 2002-1",AL
0001206567,6189,"STRUCTURED ASSET MORT  INV INC MORT PASS THR CRT SR 2002-AR4",NY
0001206816,6189,"WFS FINANCIAL 2002 4 OWNER TRUST",NV
0001207209,6189,"WASHINGTON MUTUAL MORT SEC CORP WAMU MO PA TH CER SE 02 AR18",IL
0001207231,6189,"FIRST HORIZON ASSET SEC INC MORT PASS THR CERT SER 2002 AR2",TX
0001207286,6189,"MORGAN STANLEY DEAN WITTER CAPITAL TRUST 2002 IQ3",NY
0001207409,6189,"BANC OF AMERICA MORTGAGE SECURITIES INC",NC
0001207420,6189,"HOUSEHOLD AUTO RECEIVABLES CORP SERIES 2002-2",IL
0001207425,6189,"WAMU MORTGAGE PASS THRU CERTIFICATES SERIES 2002-MS8",IL
0001207426,6189,"WAMU MORTGAGE PASS THRU CERTIFICATES SERIES 2002-MS9",IL
0001207427,6189,"WELLS FARGO ASSET SEC CORP MORT PASS THR CERT SER 2002-20",MD
0001207492,6189,"HOUSEHOLD AUTO RECEIVABLES CORP ASSET BACKED NTS SRS 2002-3",IL
0001207516,6189,"ACCREDITED HOME LENDERS ACCREDITED MORT LOAN TRUST 2002-2",IL
0001207595,6189,"HOMEPRIDE MORTGAGE FINANCE CORP","  "
0001207781,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002-25A",NY
0001207784,6189,"WASHINGTON MUTUAL MSC MORTGAGE PASS THR CERT SER 2002-AR3",WA
0001207797,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002-FF3",NY
0001207799,6189,"IMPAC CMB TRUST SERIES 2002-8",CA
0001207852,6189,"BANC OF AMERICA FUNDING CORP MORT PASS THR CERT SER 2002-2",MD
0001207971,6189,"THORNBURG MORTGAGE SECURITIES TRUST 2002-4",NY
0001207973,6189,"CSFB MORTGAGE BACKED PASS THR CERT SER 2002-30",NY
0001208016,6189,"ABN AMRO MORTGAGE CORP MUTIL CLASS SERIES 2002-9",IL
0001208022,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002-BC1",NY
0001208027,6189,"MORGAN STANLEY ABS CAP I INC MRT PSS THR CERT SE 2002-HE3",NY
0001208028,6189,"MORGAN STANLEY ABS CAP I INC MRT PSS THR CERT SER 2002-NC6",NY
0001208029,6189,"GS MORTGAGE SECURITIES CORP MORT PA TH CE SE 2002-HE",NY
0001208071,6189,"MORGAN STANLEY ABS CAPITAL I INC TRUSTS 2002 HE3",NY
0001208072,6189,"MORTGAGE ASSET SEC TRANS INC MORT PASS THR CERT SER 2002-8",NY
0001208088,6189,"MORTGAGE ASSET SEC TRANS INC MORT PASS THR CERT SER 2002-3",NY
0001208101,6189,"GREENWICH CAPITAL ACCEPT INC MORT LN PAS THR CERT SE 02 FRB2",MD
0001208102,6189,"FIRST HORIZON ASSET SEC INC MORT PAS THR CE SE 2002-8",TX
0001208136,6189,"BANK OF AMERICA MORT SEC INC MORT PASS THRU CER SER 1999-7","  "
0001208137,6189,"BANK OF AMERICA MORT SEC INC MORT PASS THRU SER 2000-1","  "
0001208138,6189,"BANK OF AMERICA MORT SEC INC MORT PASS THRU SER 2000-2","  "
0001208139,6189,"BANK OF AMERICA MORT SEC INC MORT PASS THRU SER 2000-3","  "
0001208140,6189,"BANK OF AMERICA MORT SEC INC MORT PASS THRU SER 2000-4","  "
0001208253,6189,"MLMI 2002- A 3",NY
0001208266,6189,"CHL MORTGAGE PASS THROUGH TRUST 2002-34",CA
0001208270,6189,"CHL MORTGAGE PASS THROUGH TRUST 2002-31",CA
0001208271,6189,"MORTGAGE PASS THROUGH CERTIFICATES SERIES 2002-33",CA
0001208272,6189,"CHL MORTGAGE PASS THROUGH TRUST 2002-32",CA
0001208273,6189,"CHL MORTGAGE PASS THROUGH TRUST 2002-36",CA
0001208310,6189,"MORTGAGE ASSET SEC TRANS INC MORT PAS THR CER SER 2002-OPT1",NY
0001208368,6189,"CREDIT SUISSE FIRST BOSTON MOR SEC CORP COM CER SER 2002-CP5",MD
0001208416,6189,"VANDERBILT MORT & FIN INC SENIOR SUB PAS THR CERT SER 2002-C",TN
0001208417,6189,"STRUCTURED ASSET SEC CORP MORT PASS THR CERT SER 2002-24",NY
