cik,sic,company,loc
0001417481,6189,"Structured Adjustable Rate Mortgage Loan Trust Series 2007-11",NY
0001417482,6189,"CD 2007-CD5 Mortgage Trust",MA
0001417653,6189,"SLM Student Loan Trust 2007-8",VA
0001417850,6189,"MASTR Asset Securitization Trust 2007-2",NY
0001418008,6189,"Capital Auto Receivables Asset Trust 2007-4",DE
0001418009,6189,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2007-6",TX
0001418114,6189,"CNH Equipment Trust 2007-C",IL
0001418224,6189,"Banc of America Mortgage 2007-4 Trust",NC
0001418259,6189,"IndyMac IMJA Mortgage Loan Trust 2007-A4",CA
0001418260,6189,"Chase Mortgage Finance Trust Series 2007-A3",NJ
0001418261,6189,"JPMMT 2007-A6",NY
0001418424,6189,"CHL Mortgage Pass-Through Trust 2007-20",CA
0001418474,6189,"PHHMC Series 2007-7 Trust",NJ
0001418479,6189,"TRIAD AUTOMOBILE RECEIVABLES TRUST 2007-B",CA
0001418801,6189,"IndyMac INDA Mortgage Loan Trust 2007-AR8",CA
0001418807,6189,"Morgan Stanley Mortgage Loan Trust 2007-15AR",NY
0001418944,6189,"Citicorp Mortgage Securities Trust, Series 2007-9",MO
0001418984,6189,"Wells Fargo Mortgage Backed Securities 2007-17 Trust",MD
0001419034,6189,"Lehman XS Trust 2007-19H",NY
0001419227,6189,"Alternative Loan Trust 2007-HY10",CA
0001419243,6189,"USAA Auto Owner Trust 2008-1",TX
0001419418,6189,"Renaissance Home Equity Loan Trust 2007-4",NY
0001419423,6189,"Bear Stearns Commercial Mortgage Securities Trust 2007-PWR18",NY
0001419703,6189,"CSMC Mortgage-Backed Trust 2007-7",NY
0001419704,6189,"Morgan Stanley Capital I Trust 2007-HQ13",NY
0001419939,6189,"Wells Fargo Mortgage Backed Securities 2007-AR10 Trust",MD
0001420012,6189,"MACRO INFLATION DEPOSITOR, LLC",NJ
0001420062,6189,"J.P. Morgan Chase Commercial Mortgage Securities Trust 2007-C1",MA
0001420091,6189,"Lehman Mortgage Trust 2007-11",NY
0001420208,6189,"IndyMac INDA Mortgage Loan Trust 2007-AR9",CA
0001420805,6189,"Banc of America Commercial Mortgage Inc., Series 2007-5",NC
0001420908,6189,"Alternative Loan Trust Resecuritization 2007-26R",CA
0001420909,6189,"CHL Mortgage Pass-Through Trust 2007-21",CA
0001421064,6189,"Wells Fargo Mortgage Backed Securities 2008 -1 Trust",MD
0001421105,6189,"BNC CORP Mortgage Loan Trust 2007-BNC4",NY
0001421415,6189,"Deutsche Alt-A Securities Mortgage Loan Trust, Series 2008-IN1",NC
0001421732,6189,"Structured Asset Securities CORP Mortgage Loan Trust 2007-BC4",NY
0001421988,6189,"CSMC Trust 2007-5R",NY
0001422201,6189,"SLM Student Loan Trust 2008-1",VA
0001422202,6189,"SLM Student Loan Trust 2008-2",VA
0001422203,6189,"SLM Student Loan Trust 2008-3",VA
0001422627,6189,"RALI Series 2003-QS13 Trust",MN
0001422628,6189,"RALI Series 2003-QS19 Trust",MN
0001422629,6189,"RFMSI Series 2003-S19 Trust",MN
0001422630,6189,"RALI Series 2003-QS12 Trust",MN
0001422631,6189,"RALI Series 2003-QS17 Trust",MN
0001422632,6189,"RALI Series 2003-QS20 Trust",MN
0001422633,6189,"RALI Series 2003-QS21 Trust",MN
0001422634,6189,"RALI Series 2003-QS23 Trust",MN
0001422635,6189,"RFMSI Series 2003-S10 Trust",MN
0001422636,6189,"RFMSI Series 2003-S13 Trust",MN
0001422637,6189,"RFMSI Series 2003-S20 Trust",MN
0001423124,6189,"CarMax Auto Owner Trust 2008-1",VA
0001423125,6189,"Alternative Loan Trust Resecuritization 2008-1R",CA
0001423381,6189,"Nissan Auto Receivables 2008-A Owner Trust",TN
0001423717,6189,"Bear Stearns Structured Products Inc. Trust 2008-R1",NY
0001423858,6189,"Citicorp Mortgage Securities Trust, Series 2008-1",MO
0001423954,6189,"Banc of America Mortgage 2008-A Trust",NC
0001423975,6189,"Ford Credit Auto Owner Trust 2008-A",MI
0001424185,6189,"Wachovia Auto Loan Owner Trust 2008-1",NV
0001424371,6189,"Wells Fargo Mortgage Backed Securities 2008-AR1 Trust",MD
0001424458,6189,"RALI Series 2003-QS8 Trust",MN
0001424459,6189,"RALI Series 2003-QS10 Trust",MN
0001424460,6189,"RALI Series 2003-QS11 Trust",MN
0001424461,6189,"RALI Series 2003-QS15 Trust",MN
0001424462,6189,"RALI Series 2003-QS22 Trust",MN
0001424463,6189,"RFMSI Series 2003-S7 Trust",MN
0001424464,6189,"RFMSI Series 2003-S14 Trust",MN
0001424465,6189,"RFMSI Series 2003-S15 Trust",MN
0001424466,6189,"RFMSI Series 2003-S18 Trust",MN
0001425053,6189,"Wells Fargo Mortgage Backed Securities 2008-AR2 Trust",MD
0001425054,6189,"CAPITAL AUTO RECEIVABLES ASSET TRUST 2008-1",DE
0001425345,6189,"A10 CAPITAL LLC",ID
0001425791,6189,"Thornburg Mortgage Securities Corp",NM
0001425796,6189,"National City Mortgage Capital Trust 2008-1",OH
0001425844,6189,"Morgan Stanley Capital I Trust 2008-TOP29",NY
0001426082,6189,"Lehman Mortgage Trust 2008-2",NY
0001426383,6189,"BCAP LLC Trust 2008-IND1",NY
0001426609,6189,"RALI Series 2008-QR1 Trust",MN
0001426785,6189,"CHRYSLER FINANCIAL AUTO SECURITIZATION TRUST 2008-A",MI
0001426920,6189,"CREDIT SUISSE COMMERCIAL MORTGAGE TRUST SERIES 2008-C1",NY
0001427021,6189,"Thornburg Mortgage Securities Trust 2008-1",MD
0001427114,6189,"Nelnet Student Loan Trust 2008-1",NE
0001427157,6189,"Harley-Davidson Motorcycle Trust 2008-1",NV
0001427288,6189,"KeyCorp Capital X",OH
0001427300,6189,"CHL Mortgage Pass-Through Trust Resecuritization 2008-2R",CA
0001427301,6189,"CHL Mortgage Pass-Through Trust 2008-1",CA
0001427490,6189,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2008-1",TX
0001427687,6189,"Banc of America Commercial Mortgage Inc., Series 2008-LS1",NC
0001428084,6189,"Principal Life Income Fundings Trust 2008-001",IA
0001428094,6189,"Principal Life Income Fundings Trust 2008-003",IA
0001428095,6189,"Principal Life Income Fundings Trust 2008-002",IA
0001428140,6189,"Principal Life Income Fundings Trust 2008-004",IA
0001428142,6189,"Allstate Life Global Funding Trust 2008-1",IL
0001428246,6189,"Allstate Life Global Funding Trust 2008-2",IL
0001428525,6189,"CNH Equipment Trust 2008-A",IL
0001428554,6189,"Allstate Life Global Funding Trust 2008-3",IL
0001428719,6189,"Principal Life Income Fundings Trust 2008-005",IA
0001428720,6189,"Principal Life Income Fundings Trust 2008-006",IA
0001428721,6189,"Principal Life Income Fundings Trust 2008-007",IA
0001428722,6189,"Principal Life Income Fundings Trust 2008-008",IA
0001429202,6189,"Nissan Auto Lease Trust 2008-A",DE
0001429286,6189,"Principal Life Income Fundings Trust 2008-009",IA
0001429288,6189,"Principal Life Income Fundings Trust 2008-010",IA
0001429289,6189,"Principal Life Income Fundings Trust 2008-011",IA
0001429290,6189,"Principal Life Income Fundings Trust 2008-012",IA
0001429298,6189,"Citigroup Commercial Mortgage Trust 2008-C7",NY
0001429385,6189,"World Omni Auto Receivables Trust 2008-A",FL
0001429671,6189,"SLC Student Loan Trust 2008-1",CT
0001429693,6189,"MacroShares $100 Oil Up Trust",NY
0001429694,6189,"MacroShares $100 Oil Down Trust",NY
0001429701,6189,"Fifth Third Capital Trust VII",OH
0001429880,6189,"Principal Life Income Fundings Trust 35",IA
0001429999,6189,"MRU ABS II LLC",NY
0001430115,6189,"Nelnet Student Loan Trust 2008-2",NE
0001430518,6189,"Principal Life Income Fundings Trust 2008-013",IA
0001430519,6189,"Principal Life Income Fundings Trust 2008-014",IA
0001430520,6189,"Principal Life Income Fundings Trust 2008-015",IA
0001430685,6189,"USAA Auto Owner Trust 2008-2",TX
0001430996,6189,"Structured Adjustable Rate Mortgage Loan Trust Series 2008-1",NY
0001431095,6189,"BCAP LLC Trust 2008-IND2",NY
0001431102,6189,"Principal Life Income Fundings Trust 2008-016",IA
0001431103,6189,"Principal Life Income Fundings Trust 2008-017",IA
0001431104,6189,"Principal Life Income Fundings Trust 2008-018",IA
0001431105,6189,"Principal Life Income Fundings Trust 2008-019",IA
0001431223,6189,"SLM Student Loan Trust 2008-4",VA
0001431224,6189,"SLM Student Loan Trust 2008-5",VA
0001431225,6189,"SLM Student Loan Trust 2008-6",VA
0001431654,6189,"LB-UBS Commercial Mortgage Trust 2008-C1",NY
0001431714,6189,"John Deere Owner Trust 2008",NV
0001431794,6189,"Alternative Loan Trust Resecuritization 2008-2R",CA
0001431987,6189,"Volkswagen Auto Loan Enhanced Trust 2008-1",VA
0001432092,6189,"PHH Mortgage Trust, Series 2008-CIM1",NC
0001432143,6189,"Nelnet Student Loan Trust 2008-3",NE
0001432322,6189,"Ford Credit Auto Owner Trust 2008-B",MI
0001432544,6189,"Wachovia Card Receivables LLC","  "
0001432823,6189,"J.P. Morgan Chase Commercial Mortgage Securities Trust 2008-C2",MA
0001432961,6189,"MLMT 2008-C1",NY
0001432999,6189,"Principal Life Income Fundings Trust 36",IA
0001433002,6189,"Banc of America Funding 2008-1 Trust",MD
0001433061,6189,"Caterpillar Financial Asset Trust 2008-A",NV
0001433653,6189,"Allstate Life Global Funding Trust 2008-4",IL
0001434333,6189,"SLM Student Loan Trust 2008-7",VA
0001434334,6189,"SLM Student Loan Trust 2008-8",VA
0001434335,6189,"SLM Student Loan Trust 2008-9",VA
0001434382,6189,"CHRYSLER FINANCIAL AUTO SECURITIZATION TRUST 2008-B",MI
0001434486,6189,"Capital Auto Receivables Asset Trust 2008-2",DE
0001434517,6189,"Nelnet Student Loan Trust 2008-4",NE
0001434656,6189,"CIT Equipment Collateral 2008-VT1",NJ
0001434663,6189,"CNH Equipment Trust 2008-B",IL
0001435104,6189,"Thornburg Mortgage Securities Trust 2008-2",NM
0001435453,6189,"Allstate Life Global Funding Trust 2008-5",IL
0001435512,6189,"Ford Credit Auto Owner Trust 2008-C",MI
0001435536,6189,"AmeriCredit Automobile Receivables Trust 2008-A-F",NV
0001435943,6189,"Barrick Gold Financeco LLC",UT
0001435967,6189,"MacroShares Housing Depositor, LLC",NJ
0001436015,6189,"ING USA Global Funding Trust 6",PA
0001436205,6189,"MacroShares Major Metro Housing Down Trust",NJ
0001436206,6189,"MacroShares Major Metro Housing Up Trust",NJ
0001436222,6189,"Structured Adjustable Rate Mortgage Loan Trust Series 2008-2",NY
0001436329,6189,"Lehman Mortgage Trust 2008-3",NY
0001436526,6189,"Citicorp Mortgage Securities Trust, Series 2008-2",MO
0001436780,6189,"SLC Student Loan Trust 2008-2",CT
0001436859,6189,"Nissan Auto Receivables 2008-B Owner Trust",DE
0001437072,6189,"Hyundai Auto Receivables Trust 2008-A",CA
0001437073,6189,"Lehman Mortgage Trust 2008-4",NY
0001437074,6189,"Franklin Auto Trust 2008-A",UT
0001437442,6189,"Wachovia Auto Owner Trust 2008-A",NV
0001437473,6189,"Banc of America Commercial Mortgage Inc., Series 2008-1",NC
0001437971,6189,"Honda Auto Receivables 2008-1 Owner Trust",CA
0001438439,6189,"CarMax Auto Owner Trust 2008-2",VA
0001439226,6189,"USAA Auto Owner Trust 2008-3",TX
0001439528,6189,"Nelnet Student Loan Trust 2009-1",NE
0001439697,6189,"World Omni Auto Leasing LLC",FL
0001439750,6189,"Merrill Auto Trust Securitization 2008-1",NY
0001440387,6189,"World Omni Auto Receivables Trust 2008-B",FL
0001440463,6189,"PHH MORTGAGE TRUST, SERIES 2008-CIM2",NY
0001440630,6189,"BB&T Capital Trust VI",NC
0001440666,6189,"BB&T Capital Trust VII",NC
0001442176,6189,"TCF Capital I",MN
0001443002,6189,"Lehman Mortgage Trust 2008-6",NY
0001443813,6189,"Protective Life Secured Trust 2008-20",DE
0001443836,6189,"World Omni LT",FL
0001444303,6189,"Nissan Auto Receivables 2008-C Owner Trust",DE
0001447235,6189,"AmeriCredit Automobile Receivables Trust 2008-1",NV
0001449636,6189,"Volkswagen Auto Loan Enhanced Trust 2008-2",VA
0001450687,6189,"AmeriCredit Automobile Receivables Trust 2008-2",NV
0001451583,6189,"Honda Auto Receivables 2008-2 Owner Trust",CA
0001451821,6189,"Banc of America Funding 2008-R3 Trust",MD
0001453836,6189,"World Omni Auto Receivables Trust 2009-A",FL
0001454628,6189,"Honda Auto Receivables 2009-1 Owner Trust",CA
0001454926,6189,"SLC Student Loan Trust 2009-1",CT
0001455090,6189,"Nissan Auto Receivables 2009-A Owner Trust",DE
0001456480,6189,"Banc of America Funding 2009-R1 Trust",MD
0001456529,6189,"Nissan Auto Receivables 2009-1 Owner Trust",TN
0001457989,6189,"Commerce Street Pantheon Mortgage Asset Securitizations LLC",TX
0001458555,6189,"Banc of America Funding 2009-R3 Trust",MD
0001458927,6189,"Ford Credit Auto Owner Trust 2009-A",MI
0001459001,6189,"CNH Equipment Trust 2009-A",IL
0001459830,6189,"SLM Student Loan Trust 2009-1",VA
0001459831,6189,"SLM Student Loan Trust 2009-2",VA
0001460833,6189,"CarMax Auto Owner Trust 2009-1",VA
0001461799,6189,"USAA Auto Owner Trust 2009-1",TX
0001462777,6189,"Volkswagen Auto Lease Trust 2009-A",VA
0001463161,6189,"Honda Auto Receivables 2009-2 Owner Trust",CA
0001463563,6189,"Harley-Davidson Motorcycle Trust 2009-1",NV
0001463814,6189,"Daimler Retail Receivables LLC",MI
0001464434,6189,"Nissan Auto Lease Trust 2009-A",DE
0001464866,6189,"BMW Vehicle Lease Trust 2009-1",NJ
0001464883,6189,"OCV Fabrics US, Inc.",OH
0001464990,6189,"John Deere Owner Trust 2009",NV
0001465148,6189,"Ford Credit Auto Owner Trust 2009-B",MI
0001467446,6189,"AmeriCredit Automobile Receivables Trust 2009-1",NV
0001467450,6189,"Honda Auto Receivables 2009-3 Owner Trust",CA
0001467465,6189,"Chrysler Financial Auto Securitization Trust 2009-A",MI
0001467649,6189,"Harley-Davidson Motorcycle Trust 2009-2",NV
0001467700,6189,"Ford Credit Auto Owner Trust 2009-C",MI
0001467853,6189,"SLC Student Loan Trust 2009-2",CT
0001470431,6189,"Hyundai Auto Receivables Trust 2009-A",CA
0001470862,6189,"Nissan Auto Lease Trust 2009-B",TN
0001471232,6189,"GE Equipment Midticket LLC, Series 2009-1","  "
0001471254,6189,"Ford Credit Auto Owner Trust 2009-D",MI
0001471728,6189,"Entergy Texas Restoration Funding, LLC",TX
0001472886,6189,"Ford Credit Floorplan Master Owner Trust A Series 2009-2",MI
0001473013,6189,"PVR Gas Resources, LLC",PA
0001473017,6189,"Connect Gas Gathering, LLC",PA
0001473019,6189,"Connect NGL Pipeline, LLC",PA
0001473020,6189,"PVR East Texas Gas Processing, LLC",PA
0001473032,6189,"PVR Cherokee Gas Processing LLC",PA
0001473046,6189,"PVR Natural Gas Gathering LLC",PA
0001473048,6189,"PVR Oklahoma Natural Gas Gathering LLC",PA
0001473111,6189,"Mercedes-Benz Auto Receivables Trust 2009-1",MI
0001473329,6189,"Harley-Davidson Motorcycle Trust 2009-3",NV
0001473391,6189,"eVolve Business Solutions LLC",OH
0001473392,6189,"CBTS Software LLC",OH
0001473393,6189,"GramTel, Inc.",OH
0001473394,6189,"Cincinnati Bell Shared Services LLC",OH
0001473397,6189,"Cincinnati Bell Telecommunication Services LLC",OH
0001473399,6189,"Cincinnati Bell Wireless LLC",OH
0001473418,6189,"Cincinnati Bell Technology Solutions Inc.",OH
0001473495,6189,"John Deere Owner Trust 2009-B",NV
0001473888,6189,"Commerce Street Pantheon Mortgage Asset Securitizations Trust, Series 2009-1",TX
0001473968,6189,"CenterPoint Energy Restoration Bond Company, LLC",TX
0001474348,6189,"Nelnet Student Loan Trust 2009-2",NE
0001474892,6189,"USAA Auto Owner Trust 2009-2",TX
0001475068,6189,"CarMax Auto Owner Trust 2009-2",VA
0001475193,6189,"World Omni Automobile Lease Securitization Trust 2009-A",FL
0001475606,6189,"CNH Equipment Trust 2009-C",IL
0001475748,6189,"AmeriCredit Prime Automobile Receivables Trust 2009-1",NV
0001476919,6189,"Ford Credit Auto Owner Trust 2009-E",MI
0001476991,6189,"Chrysler Financial Auto Securitization Trust 2009-B",MI
0001477336,6189,"Ally Auto Assets LLC",DE
0001477488,6189,"Harley-Davidson Motorcycle Trust 2009-4",NV
0001478250,6189,"SLC Student Loan Trust 2009-3",CT
0001480749,6189,"Volkswagen Auto Loan Enhanced Trust 2010-1",VA
0001481444,6189,"World Omni Auto Receivables Trust 2010-A",FL
0001482783,6189,"AmeriCredit Automobile Receivables Trust 2010-1",NV
0001482912,6189,"SLM Student Loan Trust 2010-1",VA
0001482913,6189,"SLM Student Loan Trust 2010-2",VA
0001483165,6189,"CarMax Auto Owner Trust 2010-1",VA
0001483582,6189,"Cincinnati Bell Any Distance of Virginia LLC",OH
0001483858,6189,"USAA Auto Owner Trust 2010-1",TX
0001484275,6189,"Honda Auto Receivables 2010-1 Owner Trust",CA
0001487008,6189,"CNH Equipment Trust 2010-A",IL
0001487211,6189,"Ally Auto Receivables Trust 2010-1",DE
0001488082,6189,"Bank of America Auto Receivables Securitization, LLC",NC
0001488112,6189,"AmeriCredit Automobile Receivables Trust 2010-A",NV
0001488661,6189,"BMW Vehicle Owner Trust 2010-A",NJ
0001489175,6189,"John Deere Owner Trust 2010",NV
0001489434,6189,"MERCEDES-BENZ AUTO RECEIVABLES TRUST 2010-1",MI
0001489612,6189,"BMW Vehicle Owner Trust 2010-A",NJ
0001490017,6189,"Ford Credit Auto Owner Trust 2010-A",MI
0001490028,6189,"Sequoia Mortgage Trust 2010-H1",CA
0001490254,6189,"Toyota Auto Receivables 2010-A Owner Trust",CA
0001490470,6189,"Hyundai Auto Receivables Trust 2010-A",CA
0001490547,6189,"Santander Drive Auto Receivables Trust 2010-1",TX
0001491323,6189,"Nissan Auto Lease Trust 2010-A",TN
0001491692,6189,"AmeriCredit Automobile Receivables Trust 2010-2",NV
0001491707,6189,"Honda Auto Receivables 2010-2 Owner Trust",CA
0001492093,6189,"Santander Drive Auto Receivables Trust 2010-1",TX
0001492632,6189,"Ally Wholesale Enterprises LLC",DE
0001493611,6189,"SLC Student Loan Trust 2010-1",TX
0001494121,6189,"Bank of America Auto Trust 2010-2",NC
0001494387,6189,"Ally Auto Receivables Trust 2010-2",DE
0001495216,6189,"Entergy Arkansas Restoration Funding, LLC",AR
0001495220,6189,"CarMax Auto Owner Trust 2010-2",VA
0001496572,6189,"Toyota Auto Receivables 2010-B Owner Trust",CA
0001496712,6189,"Santander Drive Auto Receivables Trust 2010-2",TX
0001497613,6189,"Ford Credit Auto Owner Trust 2010-B",MI
0001497693,6189,"CNH EQUIPMENT TRUST 2010-B",IL
0001497864,6189,"Dry Pocket Road Hotel Development, LLC",MD
0001498311,6189,"MS Structured CMT Linked Trust Units Series 2010-01",NY
0001498624,6189,"Ally Auto Receivables Trust 2010-3",DE
0001498672,6189,"AmeriCredit Automobile Receivables Trust 2010-B",NV
0001498673,6189,"Hyundai Auto Receivables Trust 2010-B",CA
0001499357,6189,"Ally Master Owner Trust",DE
0001499548,6189,"Nissan Auto Receivables 2010-A Owner Trust",TN
0001500581,6189,"BMW Vehicle Lease Trust 2010-1",NJ
0001501258,6189,"AmeriCredit Automobile Receivables Trust 2010-3",NV
0001501794,6189,"Chrysler Financial Auto Securitization Trust 2010-A",MI
0001501891,6189,"Toyota Auto Receivables 2010-C Owner Trust",CA
0001502101,6189,"MS Structured Step Up Callable Trust Units Series 2010-02 (BAC)",NY
0001502169,6189,"Ford Credit Floorplan Master Owner Trust A Series 2010-5",MI
0001502759,6189,"Cyrus Networks, LLC",OH
0001503467,6189,"Nissan Auto Lease Trust 2010-B",TN
0001503671,6189,"Volkswagen Auto Lease Trust 2010-A",VA
0001503697,6189,"Honda Auto Receivables 2010-3 Owner Trust",CA
0001504496,6189,"CarMax Auto Owner Trust 2010-3",VA
0001504615,6189,"Santander Drive Auto Receivables Trust 2010-3",TX
0001504773,6189,"Ally Auto Receivables Trust 2010-4",DE
0001504994,6189,"MS Structured Step Up Callable Trust Units Series 2010-03 (Alcoa)",NY
0001504999,6189,"CNH Equipment Trust 2010-C",IL
0001505365,6189,"AmeriCredit Automobile Receivables Trust 2010-4",NV
0001505689,6189,"Harley-Davidson Motorcycle Trust 2010-1",NV
0001505890,6189,"MS Structured Floating Rate Trust Series 2010-04 (IP)",NY
0001507149,6189,"Ally Auto Receivables Trust 2010-5",DE
0001507565,6189,"MS Structured Step Up Callable Trust Units Series 2010-05 (GS)",NY
0001509307,6189,"Fixed Income Client Solutions LLC",NC
0001509333,6189,"Hyundai Auto Receivables Trust 2011-A",CA
0001510079,6189,"Sequoia Mortgage Trust 2011-1",CA
0001510352,6189,"MS Structured Floating Rate Trust Series 2011-01 (Alcoa)",NY
0001510872,6189,"SLM Student Loan Trust 2011-1",VA
0001510873,6189,"SLM Student Loan Trust 2011-2",VA
0001510874,6189,"SLM Student Loan Trust 2011-3",VA
0001510890,6189,"AmeriCredit Automobile Receivables Trust 2011-1",NV
0001511040,6189,"Ford Credit Auto Owner Trust 2011-A",MI
0001511103,6189,"Toyota Auto Receivables 2011-A Owner Trust",CA
0001511861,6189,"Ally Auto Receivables Trust 2011-1",DE
0001512970,6189,"Honda Auto Receivables 2011-1 Owner Trust",CA
0001513080,6189,"Ford Credit Floorplan Master Owner Trust A Series 2011-1",MI
0001514027,6189,"Volkswagen Auto Loan Enhanced Trust 2011-1",VA
0001514082,6189,"World Omni Auto Receivables Trust 2011-A",FL
0001514773,6189,"CarMax Auto Owner Trust 2011-1",VA
0001515166,6189,"CCRE Commercial Mortgage Securities, L.P.",NY
0001517134,6189,"AmeriCredit Automobile Receivables Trust 2011-2",NV
0001517598,6189,"Nissan Auto Receivables 2011-A Owner Trust",TN
0001517677,6189,"BMW Vehicle Lease Trust 2011-1",NJ
0001517771,6189,"John Deere Owner Trust 2011",NV
0001518299,6189,"PPLUS Trust Series TWC-2",NY
0001518401,6189,"World Omni Automobile Lease Securitization Trust 2011-A",FL
0001518505,6189,"Santander Drive Auto Receivables Trust 2011-1",TX
0001518727,6189,"Hyundai Auto Receivables Trust 2011-B",CA
0001518859,6189,"CPS Receivables Five LLC",CA
0001518904,6189,"Ally Auto Receivables Trust 2011-2",DE
0001519427,6189,"CNH Equipment Trust 2011-A",IL
0001519881,6189,"Ford Credit Auto Lease Two LLC",MI
0001519883,6189,"CAB East LLC",MI
0001519884,6189,"CAB West LLC",MI
0001520947,6189,"Honda Auto Receivables 2011-2 Owner Trust",CA
0001522412,6189,"AmeriCredit Automobile Receivables Trust 2011-3",NV
0001522559,6189,"Ally Auto Receivables Trust 2011-3",DE
0001522616,6189,"Citibank, N.A., as depositor of Citibank Credit Card Issuance Trust",NY
0001522711,6189,"GE Equipment Transportation LLC, Series 2011-1","  "
0001522717,6189,"Santander Drive Auto Receivables Trust 2011-2",TX
0001523519,6189,"ENTERGY LOUISIANA INVESTMENT RECOVERY FUNDING I, L.L.C.",LA
0001524342,6189,"Ford Credit Auto Lease Trust 2011-A",MI
0001524759,6189,"Nissan Auto Lease Trust 2011-A",TN
0001525502,6189,"MERCEDES-BENZ AUTO RECEIVABLES TRUST 2011-1",MI
0001525600,6189,"Ascentium Capital LLC",WA
0001526065,6189,"Ford Credit Auto Owner Trust 2011-B",MI
0001526572,6189,"Harley-Davidson Motorcycle Trust 2011-1",NV
0001527299,6189,"Santander Drive Auto Receivables Trust 2011-3",TX
0001527531,6189,"DBUBS 2011-LC3 Mortgage Trust",MA
0001528189,6189,"Phoenix Residential Securities, LLC",PA
0001528279,6189,"Sequoia Mortgage Trust 2011-2",CA
0001528503,6189,"Morgan Stanley Capital I Trust 2011-C3",NY
0001528913,6189,"Nissan Auto Lease Trust 2011-B",TN
0001529197,6189,"Americredit Automobile Receivables Trust 2011-4",NV
0001529345,6189,"CNH Equipment Trust 2011-B",IL
0001529359,6189,"Ally Auto Receivables Trust 2011-4",DE
0001529534,6189,"BMW Vehicle Owner Trust 2011-A",NJ
0001529608,6189,"CarMax Auto Owner Trust 2011-2",VA
0001529658,6189,"J.P. Morgan Chase Commercial Mortgage Securities Trust 2011-C5",MA
0001529727,6189,"GE Equipment Midticket LLC, Series 2011-1","  "
0001529980,6189,"Hyundai Auto Receivables Trust 2011-C",CA
0001530217,6189,"Toyota Auto Receivables 2011-B Owner Trust",CA
0001530219,6189,"GS Mortgage Securities Trust 2011-GC5",NY
0001531190,6189,"Santander Drive Auto Receivables Trust 2011-4",TX
0001531375,6189,"Fixed Income Trust For Goldman Sachs Subordinated Notes, Series 2011-1",NC
0001531995,6189,"Ford Credit Floorplan Master Owner Trust A Series 2011-2",MI
0001532389,6189,"Honda Auto Receivables 2011-3 Owner Trust",CA
0001532799,6189,"UBS Commercial Mortgage Securitization Corp.",NY
0001532826,6189,"WFRBS Commercial Mortgage Trust 2011-C5",NC
0001533037,6189,"Nissan Auto Receivables 2011-B Owner Trust",TN
0001533218,6189,"Americredit Automobile Receivables Trust 2011-5",NV
0001533400,6189,"Ford Credit Auto Lease Trust 2011-B",MI
0001533643,6189,"Harley-Davidson Motorcycle Trust 2011-2",NV
0001533684,6189,"World Omni Auto Receivables Trust 2011-B",FL
0001533705,6189,"CarMax Auto Owner Trust 2011-3",VA
0001533840,6189,"CenterPoint Energy Transition Bond Co IV, LLC",TX
0001534047,6189,"Volkswagen Auto Lease Trust 2011-A",VA
0001534318,6189,"Ally Auto Receivables Trust 2011-5",DE
0001535434,6189,"Banc of America Merrill Lynch Large Loan Inc.",NY
0001535456,6189,"GS Mortgage Securities Trust 2012-GC6",NY
0001535706,6189,"CFCRE Commercial Mortgage Trust 2011-C2",NY
0001536067,6189,"CNH Equipment Trust 2011-C",IL
0001536226,6189,"UBS-Citigroup Commercial Mortgage Trust 2011-C1",NY
0001536311,6189,"Incapital Trust Products LLC",IL
0001536694,6189,"Sequoia Mortgage Trust 2012-1",CA
0001536720,6189,"SLM Student Loan Trust 2012-1",VA
0001537805,6189,"DAIMLER TRUST LEASING LLC",MI
0001537806,6189,"Daimler Trust",MI
0001538184,6189,"Santander Drive Auto Receivables Trust 2012-1",TX
0001538438,6189,"Volkswagen Auto Loan Enhanced Trust 2012-1",VA
0001538940,6189,"Ally Auto Receivables Trust 2012-1",DE
0001539708,6189,"Ford Credit Auto Owner Trust 2012-A",MI
0001539816,6189,"AEP Texas Central Transition Funding III LLC",TX
0001540252,6189,"Mercedes-Benz Financial Services USA LLC",MI
0001540483,6189,"Huntington Funding, LLC",OH
0001540723,6189,"WFB Funding, LLC",NE
0001540779,6189,"Americredit Automobile Receivables Trust 2012-1",NV
0001540960,6189,"SLM Student Loan Trust 2012-2",VA
0001541287,6189,"CarMax Auto Owner Trust 2012-1",VA
0001541451,6189,"Morgan Stanley Capital I Trust 2012-C4",NY
0001541480,6189,"Barclays Commercial Mortgage Securities LLC",NY
0001541507,6189,"Porsche Auto Funding LLC",GA
0001541531,6189,"Ford Credit Floorplan Master Owner Trust A Series 2012-1",MI
0001541532,6189,"Ford Credit Floorplan Master Owner Trust A Series 2012-2",MI
0001541538,6189,"Nissan Auto Receivables 2012-A Owner Trust",TN
0001541581,6189,"Ford Credit Canada Co",A6
0001541636,6189,"Newtek Small Business Finance, LLC",NY
0001541777,6189,"American Credit Acceptance, LLC",SC
0001542154,6189,"Honda Auto Receivables 2012-1 Owner Trust",CA
0001542175,6189,"Banco La Hipotecaria, S.A.",R1
0001542259,6189,"Natixis Real Estate Holdings LLC",NY
0001542311,6189,"ACCESSLEX INSTITUTE",DE
0001542771,6189,"John Deere Owner Trust 2012",NV
